full_tweets,Label,location,quote_count,reply_count,retweet_count,favorite_count,language
job might be a great fit for you warehouse associate  planning  weekend nights,-1,Oregon,0,0,0,0,en
boom,-1,"Salina, KS",2,4,48,357,en
also reasonable to point out that the cross cancer institute was the site of an outbreak,-1,"Calgary, AB",0,0,0,0,en
in this season of   covid19 armor and fashion statements i wonder how some people still get infected re peop,-1,Nigeria,0,3,2,16,en
smart move to bring  on   yall should make it a regular thing,-1,"Portland, OR",0,0,0,0,en
,,Salamandastron,0,0,2,0,en
if youre in lagos especially ikeja and its environs and youre interested in taking the hepatitis b vaccine at a  very s,-1,NO RADAR,1,2,71,50,en
covid19ontario cases cant  without1 comprehensive test amp trace t,-1,Toronto,0,0,3,4,en
is doing an incredible job of raising awareness of the exclusion of many pw learning disabilities from the va,-1,"Holodeck, Wakanda 🇰🇳🇧🇧 ",3,6,85,419,en
now your country get the vaccine now its a time to open the bordersletusback,-1,"Chandigarh, India",1,0,6,0,en
fauci to  israeli vaccine effort a model for rest of the world,-1,unknown,0,0,0,0,en
without equitable access to covid19 vaccinessomething that covax is built to ensurethe pandemic will continue to r,-1,"Nottingham, England",0,0,2,4,en
everybody needs to read this open letter so they know their rights,-1,Salford 🇬🇧 & Creuse 🇫🇷,0,0,3,2,en
microsoft cofounder bill gates addresses being the target of conspiracy theories about the coronavirus pandemic and says he hopes,-1,"Waterloo, Ontario",1,8,31,48,en
vaccines have only existed for the last few decades  powers that be are hasty to get them in us makes me wonder,-1,"Colorado, USA",0,1,1,3,en
heres the transcript of fridays podcast s an argument that facebook isnt totally in the wrong in its response but may,-1,Devonport,0,1,1,1,en
doctors describe what their sickest coronavirus patients have to endure were approaching 500000 deaths from the coron,-1,Pakistan,0,0,1,2,en
meanwhile in pfizer negotiating tactics covid19 vaccine  held to ransom pfizer demands governments gambl,-1,"Brussels, Belgium",1,0,6,3,en
you need to conspire more sputnik v covid19 vaccine candidate appears safe and effective lockstep globalreset,-1,Manchester UK,0,0,0,0,en
iran amp shia militias in iraq lebanon and the region are cheering for houthis battle in marib using this hashtag مأربتنتصر,-1,تبوك,4,12,40,132,en
during a recent search our senior editor found vaccine misinformation in every nurse social media group she visited,-1,"Florida, USA",5,2,44,56,en
but chair of world health organizations executive board dr harsh vardhan indias health minister has endorsed coronil,-1,INDIA,0,0,3,4,en
viamerican cases 28325091dead  502493 jr loser,-1,unknown,0,0,0,0,en
and covidvaccine scepticismof course,-1,Madrid,0,0,0,0,en
i dont know if your a vaccine fan and your expecting to be let out in march time im not sure what line convinces you to carry on especially as the rest of the world arent its extremely odd,-1,unknown,0,0,0,0,en
not clicking unless youre announcing your resignation live you have failed at everything covid incl vaccine rollout with months to plan school reopening crime up triple digits transit near bankrupt,-1,in a permanent drawdown,0,0,0,0,en
vaccine queue jumping in pharmacies on your patch,-1,unknown,0,0,0,0,en
covid would kill me  bad i live in a vaccine hellhole,0,"New York City, USA",0,0,0,0,en
mass testing of asymptomatic people is unevaluated and has huge ethical implicationsany plan to do mass testing of child,-1,unknown,4,13,82,164,en
great to host  at a vaccine site in west dayton this morning were proud that dayton has the highest african,-1,Washington DC,3,8,14,137,en
newsnepal approves chinese covid19 vaccine to make first purchases from india,-1,Nepal,0,0,0,0,en
you all moan about this but what are you doing about it posting on  doesnt change anything af,-1,unknown,0,0,1,1,en
bcpoli all the noise were hearing from cdc of bc is preparing for a single shot of vaccine which will be completely ou,-1,"Burnaby, BC",1,12,13,44,en
2mp michelle  garner claimed that the cansino deal delayed other vaccine contracts and supply and implied that,-1,unknown,1,7,53,212,en
ceo of the serum institute producer of the astrazeneca vaccinewe have a patchwork of approvals and i have 70m,-1,"Madison, WI",4,3,4,8,en
held to ransom pfizer demands governments gamble with state assets to secure vaccine deal,1,Kenyan Diaspora,0,0,0,0,en
what a disgrace,-1,"Mumbai, India",0,0,0,0,en
its fairly clear that to get back to any semblance of normal we are going to have to mandate vaccination places of work are going to have to require proof of vaccine to work proof of vaccine to get into concerts sporting events other ticketed mass gatherings pay people,1,Seattle (Cleveland transplant),0,0,0,0,en
us death toll from the coronavirus has topped 500000  covid19 covidvaccine,-1,unknown,0,0,0,0,en
are coronavirus cases going up again nooooooo,-1,Barge,0,0,1,0,en
taxpayers pay for it current  shouldbe distributing the vaccinenot  s should have been included in first front line,-1,unknown,0,0,0,0,en
ny story will receive the same ridicule in new brunswick as the time the paper thought the government owned wine  in ottawa was the apogee neighborhood wine shopscronk travelled in nb after showing symptoms of covid and didnt self isolate,-1,unknown,0,0,0,0,en
a stark reminder of why competence in government is paramount,-1,unknown,0,0,0,0,en
youre literally having a temper tantrum youre not first in line to get a vaccine when disabled and chronic,-1,unknown,1,4,16,195,en
its interesting to observe how proactive parson is in closing things down and advocating for safety first when he believes something is real and  hasnt rejected it,-1,"St. Louis, MO",0,0,0,0,en
whos in charge of jas vaccine procurement its being left to the nhf chairman with no ownership of this critical proc,-1,Jamaica,2,2,16,37,en
breaking  pmo friend says scotty from marketing got covid19 jab a daily early to get brittanyhiggins rape case off the fr,-1,unknown,1,12,51,103,en
lets check and see who in the  amp     gets what money from having their spouses investments in big pharma that got the contracts amp covid vaccine patents first covid vaccine follow governmentcorruption,-1,United States,0,0,0,0,en
pfizer vaccine reduces transmission and is completely effective in preventing death and serious covid not a moment to lose,2,"Hell,Hades,Mictlan,Tartarus",1,2,5,7,en
until they open their mouths,-1,#yegland,0,0,0,0,en
if you are a vaccine advocate it is important to recognise whether you are dealing with antivaxer or a genuine vaccine he,-1,unknown,0,1,62,83,en
amanda kloots received her first covid19 vaccine dose which she called a very emotional experience seven months after her hus,-1,unknown,2,0,5,75,en
we have invested our time money amp emotions in nz i dont think we deserve this covid19 letusback jacindaarder,-1,unknown,0,1,10,8,en
getting my second dose of pfizer vaccine at md anderson,2,"ÜT: 35.488497,-97.526792",0,0,0,0,en
i got the pfizer vaccine so you know me lol,2,"Tallahassee, FL",0,0,0,0,en
australia has reached a turning point in its fight against covid19 longawaited vaccine rollout will get underway in j,1,"London, England",0,0,2,2,en
florida governor accused of playing politics with covid19 vaccine,-1,"Sarasota, FL",0,1,3,4,en
just about the only way a 3am vaccine could work for me is if its all right to turn up absolutely fucked up on buckfast with a kebab in hand it is the only decent way of being awake at that time,-1,Vampire Castle,0,0,0,0,en
ve lost the plot cannot see the forest for the trees,-1,Fylde Coast. Lancs England,0,0,1,0,en
why us will outperform europe1  us will outpace the eu in the vaccine rollout2  usd weakened in 2020,-1,"Durham, NC",5,12,16,67,en
chile this is the exact kind of woman people would listen to about the vaccine while ignoring all of the scientific,1,Wherever the Pepper Sauce Is,0,0,1,2,en
omg who couldve ever thought that bliar would do such a thingwhy taklk to him in the first  place you just wouldnt do it,-1,United Kingdom,0,0,0,0,en
if you think any of that lies on the same plane as the entire  lying that covid19 is a hoax murdering 500000 americans and then mounting a bloody coup because your fuhrer lost an election i have some bridges and gme shares to sell you,-1,unknown,0,0,0,0,en
science is not giving people the means to stay home during a pandemicscience is having a painfully slow vaccine,1,from the internet,0,0,3,6,en
omg im getting my second covid vaccine next week,2,j♡,0,0,0,0,en
vaccine passports are being advocated for a no jab no job system in the uk should we worry just a bit says  liddle h,-1,"East Lothian, Scotland",0,0,4,4,en
im assuming our vaccine passports will be blue,-1,West Yorkshire,0,1,1,6,en
pdf slides of coronavirus and biopower presentation at  central  9am12pm with,-1,Aus der Welt.,0,2,2,4,en
queenslands first vaccine jabs will be administered this morning at the gold coast university  9news,1,East Coast Australia,0,0,3,0,en
buried 12 paragraphs deep we learn the accuser is debbie wasserman schultz ranting like a lunatic as usual,-1,Washington State,2,13,106,426,en
im a transplantee i phoned just to ask how effective the vaccine would be in ppl like me i didnt get an answer and still havent but id had the jab within the hour,-1,"Bolton, England",0,0,0,0,en
pfizerbion vaccine is almost 90 effective at stopping covid19 transmission covid19 covid coronavirus,2,"Lodz, Poland",0,0,1,1,en
linkedin details initiatives to help covid19 vaccine distribution,1,"California, USA",0,0,0,0,en
neverending plandemic how many doses of vaccine will be pushed for every new coronavirus mutation,-1,unknown,0,0,0,0,en
