full_tweets,labels ,is_duplicate,location,quote_count,reply_count,retweet_count,favorite_count,language
"المغربتوسيع الاستفادة من عملية التلقيح الوطنية ضد فيروس كورونا المستجد، ابتداء من الأربعاء المقبل، لتشمل المواطنات والمواطنين ما بين 60 و64 سنة، وجميع المواطنين الحاملين لأمراض مزمنةوزارة الصحة",1,FALSE,unknown,0,0,0,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,1,1,ar
إي والله صادقةالشعب كله طالعينعلى الوزير الربيعةيطلب من فيروس كوروناالإلتزام بالحجر الصحيللأسف الشديد إنه في البعض إستهتار خياليولا مبالاة في حياة الآخرين,-1,FALSE,في قلب من أحبهم أكون ❤🙈🙏,0,0,0,0,ar
معلومات عن لقاح سبوتنيكاللقاحواجب,-1,TRUE,لبنان,0,0,4,1,ar
احس كورونا يروح نحن بعد نلبس كمام,-1,FALSE,"Muscat, Oman",0,0,0,0,ar
كورونا أكثر من نصف مليون وفاة في أميركا منذ بدء الجائحةالاماراتاليوم,-1,FALSE,unknown,0,0,1,1,ar
مفيش اوسخ من كورونا والله يجدعان,-1,FALSE,كفر منصور الدوله 💪,1,0,1,2,ar
الدفاع المدني في جمعية الرسالة للإسعاف الصحي يشارك ب ٧٥ قائد وعنصر اختصاص تمريض في الدورة التدريبية التي نظمتها وزارة الصح,-1,FALSE,unknown,0,0,2,0,ar
أين الاعلام عن هذا البطل رحمه الله,-1,FALSE,المملكة العربية السعودية,3,32,92,107,ar
للتواصل مع الشيخ بالنقر على الرابط واتساب مباشر الدفع بعد النتيجه وانتهاء العملجلب الحبيبفك السحررد المطلقةتسهيل الزواج شيخ روحانيالسعوديوندونمحمد محمدبنسلمان بريطاني كورونا صباحالخير حدث تبوك اليوم السبت مطر الصباح كوفيد19 090742 103552 م,-1,FALSE,شيخ روحاني جلب الحبيب فك السحر,0,0,0,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,1,2,ar
إصابة وزيرالعدل بفيروس كوروناالتفاصيل,-1,FALSE,"El Gharbia, Egypt",8,0,3,6,ar
ماشاء الله الشوارع متروسه اوادم اتمنى من فايروس كورونا الالتزام بالحجر الصحي,-1,FALSE,في قلب من أحبهم أكون ❤🙈🙏,0,14,46,9,ar
منظمة الصحة العالمية تناشد تنزانيا مشاركة البيانات المتعلقة بفيروس كورونا بعد وفيات غامضة,-1,FALSE,"London, GB",0,0,0,0,ar
ما هي فوائد أخذ لقاح كوفيد 19؟قد يفيد لقاح كوفيد 19 في تحقيق ما يلييقيك من الإصابة بكوفيد 19 أو من الإصابة بمرض خط,2,FALSE,unknown,0,0,2,0,ar
انا اخر واحد صار فيه كورونا  مبروك علي,-1,FALSE,دولة الكويت,0,0,1,7,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,1,2,ar
لقاح موديرنا  الآن في قطر  تبدأ مؤسسة الرعاية الصحية الأولية اعتبارا من يوم غد الإثنين تقديم لقاح كوفيد19 المنتج,1,FALSE,Qatar,0,0,1,0,ar
معلومات عن لقاح سبوتنيكاللقاحواجب,-1,TRUE,unknown,0,0,5,1,ar
"اعتباراً من يوم غداً الأثنين سيتم البدء بالتشغيل الفعلي لمركز لقاح كورونا ، ندعو الجميع الى التسجيل في تطبيقصحتي وحجز موعد",1,FALSE,"عفيف, المملكة العربية السعودية",1,1,12,2,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,0,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,1,1,ar
الحريري اختصاصي وأمّن ٩٠٠ ألف وظيفة و٥٠٠ ألف جرعة لقاحليش النق؟الحريريمنافقالجمهورية,-1,TRUE,unknown,0,0,3,1,ar
اللقاح سبيلنا للانتصار على وباء كورونااللقاحواجب,2,FALSE,لبنان,0,0,2,2,ar
نطالبتمديداعلانالنفط5الاخوه المسئولين في وزارة النفطوالسيد هاشم الهاشم الرئيس التنفيذي لمؤسسة البتروليجب تمديد الإعلان ليتمكنطلاب كلية الدراسات التكنولوجيهالتسجيل في إعلانكم المنشوروليكن في علم الجميع بأن كورونا كانت السبب في تأخر تخريجهم  العجمانفيالكويت,-1,FALSE,دولة الكويت,0,0,0,0,ar
وين كفو وين هي تمشي وتوزع كفو و كفو بعدين انا ماقدر اتناقش ويا حد زعلان يقولون كورونا ويانا لين يووم القيمه شتتتت,-1,FALSE,unknown,0,0,0,0,ar
هلل ممكن فى الحالة دى ممكن حد ياخد لقاح كورونا ٢,-1,FALSE,"El Daqahlia, Egypt",0,0,0,0,ar
انا تطعمت الصيني  عندنا في البحرين الصيني اهو المفضل عند الناس مع ان فايزر و مال اكسفورد متوفرين,2,FALSE,أزقة التغريد وضواحيها,0,0,1,1,ar
اللقاح سبيلنا للانتصار على وباء كورونااللقاحواجب,2,TRUE,unknown,0,0,3,3,ar
لما نخلص من كورونا على خير لا تخلي عزومة او زواج الا وتحضريه مع امك اجلسي مع الحرييييم وصدقيني بينطلق لسانك صدقييني,-1,FALSE,"جدة, المملكة العربية السعودية",0,0,0,0,ar
عرفت ليه كورونا ليوم القيامه,-1,FALSE,Saudi Arabia .Jeddah,0,0,0,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,1,2,ar
"قال د الخالأظهرت الدراسات أن لقاح موديرنا فعال بنسبة تقارب الـ95 بالمئة في الوقاية من عدوى كوفيد19 المصحوبة بأعراض بعد تلقي جرعتين من اللقاح، وقد أثبتت الاختبارات المكثفة التي أجريت على لقاح موديرنا أنه آمن للأشخاص بعمر 18 عاما فما فوق",2,FALSE,Qatar,0,0,0,0,ar
"المدرب مينيكيني ضعيف جداً تكتيكياً ، اليوم عنده ٣ مهاجمين مصابين  راؤول مورو و نيمرمير و كاستلياني ولعبت المهاجم الرابع الوحيد ايتيان تاري ومتأخر ٣٠ تروح تطلع المهاجم الوحيد اللي عندك وتلعب محور من الموسم الماضي مو عاجبني لكن توقف الدوري مع كورونا غطى على سوءهموسوليني",-1,FALSE,Curva Nord - Lazio Ultras,0,0,0,0,ar
الحريري اختصاصي وأمّن ٩٠٠ ألف وظيفة و٥٠٠ ألف جرعة لقاحليش النق؟الحريريمنافقالجمهورية,-1,TRUE,unknown,0,0,4,2,ar
"خايب الرجا نسي التمثيلية إلي سواها قبل لا يصير رئيس وهو يأخذ اللقاح، والآن بعد ما صار رئيس مزور يسأل الطبيب عن الكيفية",-1,FALSE,المملكة العربية السعودية,0,13,27,68,ar
الدفاع المدني في جمعية الرسالة للإسعاف الصحي يشارك ب ٧٥ قائد وعنصر اختصاص تمريض في الدورة التدريبية التي نظمتها وزارة,-1,TRUE,لبنان,0,0,1,0,ar
سمو الأمير جلوي بن عبدالعزيز بن مساعد بن جلوي أمير منطقة نجران  حفظه الله  يتلقى جرعه لقاح كورونا,2,FALSE,"الرياض, المملكة العربية السعود",1,4,10,27,ar
"محافظة أنا مع الاستمرار في فتح القطاعات والإغلاق ليس حلامحافظة الأردن لديه مناعة مجتمعية بنسبة تصل إلى 50، بسبب تسجيل ح",-1,FALSE,unknown,1,1,3,7,ar
"توكلنا  تطبيق مريح جداً سهّل على الناس حياتهم صاروا يعيشوا حياتهم طبيعي متبعين كل الاجراءات الاحترازية للتغلب على هذا الوباء ، شعب اكثر وعي يداً بيد لمجتمع بلا كورونا   توكلنا17مليونمستخدم",-1,FALSE,unknown,0,0,0,0,ar
"الدوحة في 21 فبراير قنا تبدأ مؤسسة الرعاية الصحية الأولية اعتبارا من اليوم  تقديم لقاح كوفيد19 المنتج من قبل شركة موديرنا، في ثلاثة من المراكز الصحية التابعة للمؤسسة، وهي مراكز الوجبة ولعبيب والثمامة",1,FALSE,القاهرة - مصر,0,0,0,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,1,2,ar
"دام اهم مو رادين على أحد من الشعب ،،الحل إن قراراتهم الغبية تمس مصلحة مرزوق الغانملأن هذي الحالة الوحيدة اللي ر",-1,FALSE,unknown,0,1,2,3,ar
"ويستند لقاح فايزربيونتيك إلى تكنولوجيا جديدة تحلل الحمض النووي الريبوزي، ويعمل عن طريق حقن جزء من شيفرة الفيروس الجينية في الجسم ويبدأ اللقاح عندئذ بإنتاج بروتينات فيروسية وليس الفيروس بكامله، وهو أمر يعتبر كافيا لتحفيز جهاز المناعة وإعداده للتعامل مع العدوىاللقاحواجب",-1,FALSE,Lebanon,0,0,0,0,ar
ليه مش لبست كمامه الجيش الي روجت لها؟؟؟,-1,FALSE,unknown,0,0,0,0,ar
الدفاع المدني في جمعية الرسالة للإسعاف الصحي يشارك ب ٧٥ قائد وعنصر اختصاص تمريض في الدورة التدريبية التي نظمتها وزارة,-1,TRUE,unknown,0,0,2,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,1,1,ar
"شكراً لتواصلكم معنا اخوي جمال، هناك 3 أنواع من التطعيمات، لقاح سينوفارم يبدأ من عمر 16 عاماً، بالنسبة لكل من لقاح فايزربيونتيك وأكسفورداسترازينيكا فيبدأ من عمر 18 عاماً، حيث يكون الرد على حسب نوع اللقاح، ممكن اخوي ترسل لنا رقم التواصل على الخاص عشان نقدر نخدمك",-1,FALSE,UAE - DUBAI,0,0,0,0,ar
كورونا أكثر من نصف مليون وفاة في أميركا منذ بدء الجائحةالاماراتاليوم,-1,FALSE,unknown,0,0,2,2,ar
تطبيق ممتاز ويحد من استهتار مريضين كورونا ويجبرهم بالحظر المنزليتوكلنا17مليونمستخدم,-1,FALSE,مكة المكرمة,0,0,0,0,ar
تراجع كبير لإصابات كورونا الجديدة هل اقترب الخروج من النفق ؟,-1,FALSE,Lebanon,0,0,0,0,ar
للأسف من بداية أزمة الوباء المزعوم حذر الأحرار في البرلمان الايطالي من كذبة كورونا ومن مدى التضليل الإعلامي والتضخيم من فايروس و,-1,FALSE,unknown,0,0,5,8,ar
"الخبر  سوريا تستورد لقاحات سبوتنيك الروسيه لعلاج كورونا من إسرائيل، وهي الدوله الممانعه و التي ننتظر ردها على ضربات",-1,FALSE,أرض الله الواسعة,0,0,1,2,ar
